row_index,original_text,translated_text,label,Split
268,"Buenos dias, galera. Ontem não vim aqui comentar o #MasterChefBR por motivos de computador novo. Fui abduzido!!! #teamojunto","Good morning, folks. Yesterday I didn't come here to comment on #MasterChefBR because of a new computer. I was abducted!!! #teamojunto",1,train
269,#MasterChefBR começou galeraaaaa,"#MasterChefBR has started, everyone!",2,train
270,Dráuzio varella mostranso que o crime organizado é mais organizado que nossos gorvenantes #ConversaComBial,Dráuzio Varella showing that organized crime is more organized than our government officials #ConversaComBial,0,train
271,A solução é ressignificar positivamente as palavras e os velhos ditados #Encontro,The solution is to positively reframe words and old sayings #Meeting,1,train
272,"A Bela teve o neném na sala? CA RA, benza a Deus! Não tenho nenhum porcento de coragem #AltasHoras","Did Bela have the baby in the living room? Wow, thank God! I don't have even one percent of that courage #AltasHoras",2,train
273,"Queridos conhecidos, saibam que não me verão nunca mais por motivos de: @user me matou do coração hoje. #MasterChefBR","Dear acquaintances, know that you will never see me again because: @user killed me with excitement today. #MasterChefBR",0,train
274,Este perfil saiu do modo #MasterChefBR,This profile has exited #MasterChefBR mode.,1,train
275,Torcendo pra equipe azul! Eu acreditooo!! #MasterChefBR,Cheering for the blue team! I belieeeve!! #MasterChefBR,2,train
276,Imaginou Mirian ou Leonardo ganhando esse #MasterChefBR vai ter uma 3 guerra mundial em pleno twitter,Imagine Mirian or Leonardo winning this #MasterChefBR; there will be a World War III right on Twitter.,0,train
277,Consolidados - SBT (16/05):  #TheNoite 3.9 #SBTNotícias I 2.8 #SBTNotícias II 3.1,Consolidated - SBT (05/16): #TheNoite 3.9 #SBTNews I 2.8 #SBTNews II 3.1,1,train
278,A mãe da @user é maravilhosa! Tive o prazer de conhecer as duas pessoalmente em 2015! #EDeCasa,@user's mother is wonderful! I had the pleasure of meeting both of them in person in 2015! #EDeCasa,2,train
279,Só quero que #MasterChefBR acabe pra eu ir dormir kk,I just want #MasterChefBR to end so I can go to sleep lol,0,train
280,Otaviano está fazendo a dieta da Patrícia Poeta? Ta magro! #VideoShowAoVivo,Otaviano is doing Patrícia Poeta's diet? He's skinny! #VideoShowLive,1,train
281,#altashoras tá top,#AtThisHour it's great,2,train
282,"O meu Douglas saiu, eu não estou acreditando #MasterChefBR","My Douglas is out, I can't believe it #MasterChefBR",0,train
283,Domingo Record x SBT:📺  #DomingoShow 7 X 5 #DomingoLegal   #HoraDoFaro 8 X 6 #Eliana   #DomingoEsp 9 X 9 #SilvioSantos,Sunday Record vs. SBT: 📺 #DomingoShow 7 X 5 #DomingoLegal #HoraDoFaro 8 X 6 #Eliana #DomingoEsp 9 X 9 #SilvioSantos,1,train
284,#VideoShowAoVivo eu quero esse vestido da Bibi 😍,ERROR: 'NoneType' object has no attribute 'strip',2,train
285,#MasterChefBR Que justificativa meio pombo,#MasterChefBR What a half-baked excuse,0,train
286,Eu colocaria sardinha numa maionese e serviria num pão tostado! #MasterChefBR,I would put sardines in mayonnaise and serve it on toasted bread! #MasterChefBR,1,train
287,Que entrevistas sensacionais da Fátima! Que carreira brilhante! 👏👏👏 #VídeoShowAoVivo,What sensational interviews by Fátima! What a brilliant career! 👏👏👏 #VídeoShowLive,2,train
288,Esse bofe machista da plateia vai ser massacrado ja ja kkkkkkkkkk #Encontro,This macho guy in the audience is going to be crushed soon lolololol #Encontro,0,train
289,@user Pior eu que fico vendo o #AltasHoras,"Worse, I'm the one watching #AltasHoras",1,train
290,#MaisVoce eu amo a Ana Maria!!!  De unicórnio entao tá demais!!!!!,"#MaisVoce I love Ana Maria!!! With a unicorn, it's just amazing!!!!!",2,train
291,Cadê a Sophia Abrahão? Coloquem ela fixa no lugar do mala do Otaviano #VideoShowAoVivo,Where's Sophia Abrahão? Put her permanently in place of the annoying Otaviano #VideoShowLive,0,train
292,Pela primeira vez eu nao quero que ninguem saia! #MasterChefBR,"For the first time, I don't want anyone to leave! #MasterChefBR",1,train
293,apaixonada pelo filho do Serginho #altashoras,In love with Serginho's son #altashoras,2,train
294,CreioEmDeusPai. Fafá ficou muito ruim de Bethânia. #VideoShowAoVivo,I believe in God the Father. Fafá was very upset with Bethânia. #VideoShowLive,0,train
295,Namaria hoje tá só o Unicórnio. #MaisVoce,Namaria is just like a Unicorn today. #MaisVoce,1,train
296,Adoro essa música do marcos e belutti #Encontro,I love this song by Marcos e Belutti #Meeting,2,train
297,Anciosa pra saber quem sai hj #MasterChefBR,Anxious to find out who gets eliminated today #MasterChefBR,0,train
298,Victor B x Yuko não foi a gente que pediu Brasil #MasterChefBR,"Victor B x Yuko wasn't what we asked for, Brazil #MasterChefBR",1,train
299,#TheNoite falto me acabar com essas marmotagens do Danilo kkkkkk,#TheNoite I almost couldn't handle these antics from Danilo lololol,2,train
300,Ficou todo mundo passado #masterchefbr,Everyone was shocked #masterchefbr,0,train
301,Ana Luiza falando que as desgraças q estão acontecendo com o povo é praga do Leonardo hahahaha #MasterChefBR,Ana Luiza saying that the misfortunes happening to the people are Leonardo's curse hahahaha #MasterChefBR,1,train
302,CARALHO ELE FOI BEM PQP ARRASOU MLK #MasterChefBR,"Damn, he did well! Wow, he crushed it, kid! #MasterChefBR",2,train
303,"Olha, quero assistir o meu #MasterChefBR em paz! Nada de cortes profundos e sangrentos! Tenham cuidado.","Look, I want to watch my #MasterChefBR in peace! No deep and bloody cuts! Be careful.",0,train
304,"@user amo azaléias, depois da 6a tentativa de cultiva-las em vão...desisti #EDeCasa","@user I love azaleas, but after the 6th attempt to grow them in vain... I gave up #EDeCasa",1,train
305,Eu amo qnd os chefs tombam a Miriam.. pq aí ela desce do Olimpo.. hahahahaha #MasterChefBR,I love it when the chefs put Miriam in her place... because then she comes down from Olympus... hahahahaha #MasterChefBR,2,train
306,Onde que isso vai virar purê #MasterChefBR,Where is this going to turn into puree #MasterChefBR,0,train
307,"#ConversaComBial Gestão da emoção, isso controla a ansiedades?","#ConversaComBial Emotion management, does that control anxieties?",1,train
308,Carol Duarte arrasandoo como Ivana.  Cada cena percebemos o sofrimento da personagem.  &lt;3 #VideoShowAoVivo,"Carol Duarte is killing it as Ivana. In every scene, we can feel the character's suffering. <3 #VideoShowAoVivo",2,train
309,Eu tô odiando essa prova do #MasterChefBR. Deve ser pq eu não suporto maromba...,I'm hating this #MasterChefBR challenge. It must be because I can't stand gym buffs...,0,train
310,Ana me chama pra ir te visitar e faz algo bem gostoso pra mim #MaisVoce,Ana invites me to visit you and makes something really delicious for me #MoreYou,1,train
311,Vítor B tá nos trends ❤ #MasterChefBR,Vítor B is trending ❤ #MasterChefBR,2,train
312,ainda decepcionado que Mirian não saiu #MasterChefBR,Still disappointed that Mirian didn't leave #MasterChefBR,0,train
313,"Aiiiiii... tô vendo aqui que minha mãe tá fora dos ""padrões morais"". Namora mais novos, usa a roupa que quiser e tem cabelo curto. #encontro","Aiiiiii... I'm seeing here that my mom is outside the ""moral standards."" She dates younger people, wears whatever clothes she wants, and has short hair. #meeting",1,train
314,Ana Maria de unicórnio no #MaisVoce tombei msmzkzmmsma,"Ana Maria with a unicorn on #MaisVoce, I was floored msmzkzmmsma",2,train
315,"Ahhhhhhhhh Victor, tá acabando cmg, ele não pode sair 😢 #MasterChefBR","Ahhhhhhhhh Victor, he's killing me, he can't leave 😢 #MasterChefBR",0,train
316,"@user A regra é clara, frango desfiada é na pressão . #MasterChefBR","@user The rule is clear, shredded chicken is done under pressure. #MasterChefBR",1,train
317,"Terça feira, 20:47... já está começando o efeito @user . Fome! #MasterChefBR","Tuesday, 8:47 PM... the @user effect is already starting. Hunger! #MasterChefBR",2,train
318,O Vitor V tá meio q mais tumultuando hj a equipe do q ajudando parece #MasterChefBR,Vitor V seems to be causing more chaos for the team than helping today #MasterChefBR,0,train
319,#reprise do #MasterChefBR AGORAAAA! Lá no @user ❤️,#MasterChefBR rerun NOW! Over at @user ❤️,1,train
320,"Acabou rápido, foda demais a entrevista  #TheNoite","It ended quickly, the interview was awesome #TheNoite",2,train
321,"Acho que tô tomando ranso pelo Bial, depois dessa entrevista com padre Fábio. #ConversaComBial",I think I'm starting to feel annoyed by Bial after this interview with Father Fábio. #ConversaComBial,0,train
322,Esse Valter vai para a final #MasterChefBR,This Valter is going to the final #MasterChefBR,1,train
323,"Assim como sua personagem na novela, Paolla Oliveira também adora animais na vida real! Que bacana! 🐶🐱 #VídeoShowAoVivo","Just like her character in the soap opera, Paolla Oliveira also loves animals in real life! How cool! 🐶🐱 #VídeoShowLive",2,train
324,Vitor B vacila demais. Ja podem eliminar. #MasterChefBR,Vitor B messes up too much. They can eliminate him already. #MasterChefBR,0,train
325,Unica prova do #MasterChefBR que posso fazer em casa. Sardinha em lata 😂 #AcabouOGas,The only #MasterChefBR challenge I can do at home. Canned sardines 😂 #OutOfGas,1,train
326,Aí agora já vi outro Tweet e não tenho mais certeza de quem sai #MasterChefBR ...menos mal 😤,Now I've seen another Tweet and I'm no longer sure who gets eliminated from #MasterChefBR ...not so bad 😤,2,train
327,"O boy tá meio nervous , Vitor V. #MasterChefBR","The boy is kind of nervous, Vitor V. #MasterChefBR",0,train
328,OLHA ISSO SENHOR KKKKKK me ajuda #MaisVoce tô com fome 😅😍,"LOOK AT THIS, SIR LOL help me #MaisVoce I'm hungry 😅😍",1,train
329,@user A música que vcs cantaram é do Anjinho Robinson Monteiro! Pra sempre vou te amarRodrigoMartins sorocaba #VideoShowAovivo,The song you guys sang is by Anjinho Robinson Monteiro! I will love you forever Rodrigo Martins Sorocaba #VideoShowLive,2,train
330,#Encontro o que é mais ridículo é esse programa forçar um tema como feminismo que no qual é muito discutido só para ganhar audiência,"The most ridiculous thing about this show is that it forces a theme like feminism, which is widely debated, just to gain viewership.",0,train
331,"Seguraa o tcha, amarra o tchan, segura o tchan tchan tchan, já to nas coreografias #AltasHoras","Hold the tcha, tie the tchan, hold the tchan tchan tchan, I'm already into the choreographies #AltasHoras",1,train
332,#videoshowaovivo A Fátima é uma profissional admirável!Parabéns!,#videoshowlive Fátima is an admirable professional! Congratulations!,2,train
333,Fátima sendo pisada ao vivo. Amei pois detesto quando o povo está  falando e ela muda de assunto sem deixar a pessoa concluir.  #Encontro,ERROR: 'NoneType' object has no attribute 'strip',0,train
334,"Gente, a Déborah winner desse #MasterChefBR Leonardo vai ser barrado no F5. Tenho fé.","People, Déborah, the winner of this #MasterChefBR, Leonardo is going to be blocked on F5. I have faith.",1,train
335,"Hahahahahahahahahahaha já quero um GIF desse ""sustinho"" @user @user  #TheNoite","Hahahahahahahahahahaha I already want a GIF of this ""little scare"" @user @user #TheNoite",2,train
336,"""tô me cagando"" ""todos nós"" sim, todos nós #MasterChefBR","""I'm shitting myself"" ""all of us"" yes, all of us #MasterChefBR",0,train
337,@user @user @user @user ola coloque um clip RAUL SEIXAS CANTANDO MALUCO BELEZA #VideoShowAoVivo,"Hello, put up a clip of Raul Seixas singing ""Maluco Beleza"" #VideoShowLive",1,train
338,Que maravilha kkkkkkkkkkkkkkkk #TheNoite,What a marvel hahahahahahahaha #TheNoite,2,train
339,"#VideoShowAoVivo Sofia tá feinha hoje.  Roupa feia, cabelo feio e o batom feioso. rsr.",ERROR: 'NoneType' object has no attribute 'strip',0,train
340,Tomar um banho de chuva Banho de chuvaaaa #VanessadaMata  #CaixinhadeMúsicaDvdVanessaDaMata #AltasHoras,Taking a rain shower Rain showerrrr #VanessadaMata #CaixinhadeMúsicaDvdVanessaDaMata #AltasHoras,1,train
341,"gente melhor saída, melhor pessoa, @user saiu tombando!!! #MasterChefBR","People, best exit, best person, @user left with a bang!!! #MasterChefBR",2,train
342,essa imunda ta chorando pq? tava distraido #MasterChefBR,"This filthy one is crying, why? Was distracted #MasterChefBR",0,train
343,Assistindo a apresentação dos pratos no #MasterChefBR e a opinião dos chefes estou me vendo na apresentação do meu TCC .,"Watching the presentation of dishes on #MasterChefBR and the opinions of the chefs, I see myself in the presentation of my thesis.",1,train
344,Meu @user 🦁👊além de ser campeão Ainda tem projeto de adoção💙 #adoteumtorcedor 👏#encontro,"My @user 🦁👊 not only is he a champion, he also has an adoption project 💙 #adoptasupporter 👏#meeting",2,train
345,Daí as pessoas assistem e acham que a gente fala assim aqui no Pará #VideoShowAoVivo,Then people watch and think that we talk like this here in Pará #VideoShowLive,0,train
346,Confesso que sempre tive um crush bem forte no Dr Jairo Bouer #Encontro,I confess that I've always had quite a strong crush on Dr. Jairo Bouer #Encontro,1,train
347,Como não ser fã de um cara que é a favor do porte de armas @user  #TheNoite,How can you not be a fan of a guy who supports gun ownership @user #TheNoite,2,train
348,"Eu mesmo, a própria galinha desconstruinda. #MasterChefBR","I myself, the deconstructed chicken. #MasterChefBR",0,train
349,AEEEEEEEEEEEEEEEEE VAMOS CHORAR MEU AMOR VAMOS CHORAR  #MasterChefBR,AEEEEEEEEEEEEEEEEE LET'S CRY MY LOVE LET'S CRY #MasterChefBR,1,train
350,MELHOR pessoa MC CATRA @user #TheNoite,The BEST person MC CATRA @user #TheNoite,2,train
351,"O preconceito está no ser humano e não nas palavras ""preto"" ou ""negro"". Eu tenho vergonha desse preconceito. #encontro","Prejudice is in humans, not in the words ""preto"" or ""negro."" I am ashamed of this prejudice. #meeting",0,train
352,E já começou o #TheNoite,And #TheNoite has already started.,1,train
353,Vendo só hoje o ep de #MasterChefBR de ontem... @user maravilhosa e plena escolhendo os ingredientes no mercado... o resto pira!,Watching yesterday's episode of #MasterChefBR today... @user is wonderful and serene choosing ingredients at the market... the rest are freaking out!,2,train
354,"Quem nasceu pra ser malafaia, nunca vai ser Fábio de Melo! #ConversaComBial",ERROR: 'NoneType' object has no attribute 'strip',0,train
355,Bora assistir #MasterChefBR 🔪🍤,Let's watch #MasterChefBR 🔪🍤,1,train
356,Que liiiiindiiinho Thomasss #AltasHoras,How cuuuute Thomasss #AltasHoras,2,train
357,Vitor B saiu 😭😭😭 #MasterChefBR,Vitor B is out 😭😭😭 #MasterChefBR,0,train
358,#MasterChefBR  Vou torcer pra equipe vermelha..,#MasterChefBR I'm rooting for the red team..,1,train
359,Curtindo #altashoras o cara de preto roubando a cena kkklk,"Enjoying #altashoras, the guy in black stealing the show hahaha",2,train
360,Esse Leonardo é um entojo #MasterChefBR,That Leonardo is a nuisance #MasterChefBR,0,train
361,"Tô chocado gente, o Gabriel Godoy dizendo que comhece artistas da Globo, que usam 'êxtase'. Eitah! 😂😱🔥 #TheNoite @user @user.","I'm shocked, folks, Gabriel Godoy saying he knows Globo artists who use 'ecstasy'. Wow! 😂😱🔥 #TheNoite @user @user.",1,train
362,eu n sou mt chegada em tv mas o vídeo show fica muito atrativo com o otaviano e o joaquim de apresentadores 🤣❤️ #VideoShowAoVivo,"I'm not really into TV, but Vídeo Show becomes very appealing with Otaviano and Joaquim as hosts 🤣❤️ #VideoShowLive",2,train
363,Nayane vai se fuder #MasterChefBR,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",0,train
364,#MaisVocê fgts não é descontado do salário,#MaisVocê FGTS is not deducted from the salary,1,train
365,#VideoShowAoVivo adoroooo Joca e Ota😘😘,ERROR: 'NoneType' object has no attribute 'strip',2,train
366,mais forçada que essa cissa guimarães impossível #edecasa,"More forced than this Cissa Guimarães, impossible #athome",0,train
367,"De olho no #VídeoShowAoVivo , com @user e @user !","Keeping an eye on #VídeoShowLive, with @user and @user!",1,train
368,Já estava indo dormir quando o #altashoras  começou com @user haha não aguentei e já fui logo segurar o tchamm. Tutututupaaaaaa 😂😂,I was about to go to sleep when #altashoras started with @user haha I couldn't resist and immediately went to hold the tchamm. Tutututupaaaaaa 😂😂,2,train
369,@user Agora tu tem q voltar na repescagem #MasterChefBR pfvr 😕😕 Como vc se atreve a sair ? Meus fav assim logo os dois ?  ❤️,"@user Now you have to come back in the wildcard round #MasterChefBR please 😕😕 How dare you leave? My favorites, both of them, just like that? ❤️",0,train
370,"Mentira que o menininho de Terra Nostra é o Nicolas? 😱Se não fosse o #VideoShowAoVivo, nunca que iria lembrar. 😬","Is it true that the little boy from Terra Nostra is Nicolas? 😱 If it weren't for #VideoShowAoVivo, I would never have remembered. 😬",1,train
371,Entrevista maravilhosa com o Padre Fábio 👏👏 #ConversaComBial,Wonderful interview with Father Fábio 👏👏 #ConversaComBial,2,train
372,#MasterChefBR #QuemSai Mirian pelos deuses!!!!,"#MasterChefBR #WhoLeaves Mirian, for the love of God!!!!",0,train
373,@user @user TU NÃO TÁ ASSISTINDO #MasterChefBR?!?!?!,@user @user YOU'RE NOT WATCHING #MasterChefBR?!?!?!,1,train
374,Infelizmente só assisti ao programa hoje. Foi ótimo ! #MasterChefBr,"Unfortunately, I only watched the show today. It was great! #MasterChefBr",2,train
375,deusa q agonia esse dedo cortado #MasterChefBR,"Goddess, what agony this cut finger #MasterChefBR",0,train
376,"Após #TheNoite, #SBTNotícias com @user e as principais notícias do Brasil e do mundo! #NãoPercam!","After #TheNoite, #SBTNews with @user and the main news from Brazil and around the world! #Don'tMissIt!",1,train
377,Nando Reis maravilhoso em todod os aspectos! Família linda!  #Encontro,Nando Reis is wonderful in every aspect! Beautiful family! #Meeting,2,train
378,"acho q eles deviam eliminar tb por sequência de cagada, tem gnt q tá sempre entre os piores e n sai, outros na primeira já vão #MasterChefBR","I think they should also eliminate based on a series of blunders; there are people who are always among the worst and don't leave, while others are out on their first mistake #MasterChefBR",0,train
379,#VideoShowAoVivo Eu acho que a fofissima E Claudia Raia,#LiveVideoShow I think the adorable Claudia Raia,1,train
380,Sophia vestida de camisão!!! Lindinha vc pode! #VideoShowAoVivo,ERROR: 'NoneType' object has no attribute 'strip',2,train
381,"Com perguntas abstratas, o #ConversacomBial faz programa superficial e grande convidado, @user, não é bem aproveitado.","With abstract questions, #ConversacomBial delivers a superficial show and the great guest, @user, is not well utilized.",0,train
382,@user Não sendo abóbora a galera deveria cair matando hah PasmanterEPivaNoMaisVoce #MaisVoce,"@user If it's not pumpkin, everyone should go for it hah PasmanterEPivaNoMaisVoce #MaisVoce",1,train
383,Virei fã #ConversaComBial @user,I became a fan #ConversaComBial @user,2,train
384,Miram com suas lágrimas de crocodilo.#MasterChefBR,They watch with their crocodile tears. #MasterChefBR,0,train
385,"Detesto Miriam, mas gosto do Leo, torço por ele e Yuko #MasterChefBR","I detest Miriam, but I like Leo, I'm rooting for him and Yuko #MasterChefBR",1,train
386,"Isto sim é entrevistar alguém, perguntar e saber ouvir a resposta do entrevistado! #ConversaComBial","This is how you interview someone, ask questions, and know how to listen to the interviewee's answers! #ConversaComBial",2,train
387,Cara a Fátima Bernardes era um símbolo  do jornalismo nacional e hoje tá aí fazendo vexame no #Encontro #triste,"Fátima Bernardes used to be a symbol of national journalism, and now she's out there embarrassing herself on #Encontro #sad",0,train
388,"Depois de anos tô vendo ""namaria"". #MaisVoce","After years, I'm watching ""Namaria"". #MaisVoce",1,train
389,Maiara é muito maraaa gente #ConversaComBial,"Maiara is really amazing, folks #ConversaComBial",2,train
390,Se eliminarem o Vitor e deixarem a Mirian eu vou fazer panelaço #MasterChefBR,"If they eliminate Vitor and keep Mirian, I'm going to bang pots and pans #MasterChefBR",0,train
391,O que falar de Katy Perry em Bon Appétit? #MasterchefBR  🙄 #BonAppétitMusicVideo,What to say about Katy Perry in Bon Appétit? #MasterchefBR 🙄 #BonAppétitMusicVideo,1,train
392,KARAI CATRA VIRA MEU PAI MANO! #TheNoite #CatraNoTheNoite @user,"KARAI CATRA, MY DAD BRO! #TheNoite #CatraOnTheNoite @user",2,train
393,"Com certeza quem acha que tudo é racismo, é porque nunca foi vítima ou nunca chegou a ver esse ato acontecer tão perto! #Encontro","Certainly, those who think everything is racism have either never been a victim or have never seen this act happen so closely! #Encontro",0,train
394,@user foi tanto trabalho que só agora vi seu discurso emocionante sobre o Brasil no #MasterChefBR da semana passada. Brasil❤Paola,@user It was so much work that I only just now saw your moving speech about Brazil on last week's #MasterChefBR. Brazil❤Paola,1,train
395,#MaisVocê @user casa comigo???,#MaisVocê @user will you marry me???,2,train
396,Hj a torcida é p #TimeAzul no #MasterChefBR pq os favs tão lá e a insuportável está no vermelho (nem tô torcendo p ela ir p eliminação 😏),"Today, the fans are rooting for #TeamBlue on #MasterChefBR because the favorites are there, and the unbearable one is on the red team (not even hoping she goes to elimination 😏).",0,train
397,#VídeoShowAoVivo é o ator que faz o Zac na novela Rock Story. Nicolas Prattes,#LiveVideoShow is the actor who plays Zac in the soap opera Rock Story. Nicolas Prattes,1,train
398,Vai conversar o #ConversaComBial  ❤❤,The #ConversaComBial is about to start ❤❤,2,train
399,Na minha casa e nem na casa dos meus amigos arrumam a mesa assim #MaisVocê,In my house and not even at my friends' houses do they set the table like this #MaisVocê,0,train
400,Qual desses lançamentos você está mais ansioso?                                   /são joao da thay #encontro/ Anitta e pabllo vittar,Which of these releases are you most excited about? /são joao da thay #meeting/ Anitta and Pabllo Vittar,1,train
401,Essa Irmã Cecília é tão fofa. 😂❤ #DomingoLegal,That Sister Cecília is so cute. 😂❤ #DomingoLegal,2,train
402,#MasterChefBR Leonardo invejosa da porra. 😡,#MasterChefBR Leonardo is so damn jealous. 😡,0,train
403,Lauro Jardim no Conversa com Bial: Eu quero dar o furo! #MaturidadeZero #ConversaComBial,Lauro Jardim on Conversa com Bial: I want to break the news! #ZeroMaturity #ConversaComBial,1,train
404,"#NelsonXavier conseguia nos fazer rir e chorar, odiar e amar... sentir todas as emoções possíveis com seu talento incrível #VideoShowAoVivo","#NelsonXavier could make us laugh and cry, hate and love... feel all possible emotions with his incredible talent #VideoShowLive",2,train
405,"@user, que tal parar de convidar Youtubers para o #EDeCasa para chamá-los apenas de blogueiros só p/ ñ divulgar os canais deles?","@user, how about stopping inviting YouTubers to #EDeCasa just to call them bloggers so you don't have to promote their channels?",0,train
406,Espero que o Vitor B não fique muito nervoso e faça um bom prato POR FAVOR #MasterChefBR,I hope Vitor B doesn't get too nervous and makes a good dish PLEASE #MasterChefBR,1,train
407,"Muito massa o Rodrigo Santoro no #ConversaComBial hoje. Papo bom, foi fluindo de uma forma bacana!","Rodrigo Santoro was really cool on #ConversaComBial today. Great conversation, it flowed nicely!",2,train
408,Não vou mais torcer pra ninguém neste #MasterChefBR,I'm not rooting for anyone anymore in this #MasterChefBR.,0,train
409,Consolidados - SBT (08/05):  #TheNoite @user 3.3 #SBTNotícias - Madrugada I 2.4 #SBTNotícias - Madrugada II 1.9,Consolidated - SBT (05/08): #TheNoite @user 3.3 #SBTNews - Early Morning I 2.4 #SBTNews - Early Morning II 1.9,1,train
410,Queria que o dinheiro da minha conta bancária subisse igual esses números na tela do programa #MasterChefBR,I wish the money in my bank account would rise like those numbers on the screen of the #MasterChefBR show.,2,train
411,"mirian e léo fãs não os quero, não me sigam #MasterChefBR","Mirian and Léo fans, I don't want you, don't follow me #MasterChefBR",0,train
412,"O ""não quero saber"" do Léo foi pro Douglas? Hahahahhaha #MasterChefBR","Did Léo's ""I don't care"" go to Douglas? Hahahahaha #MasterChefBR",1,train
413,Bial tá muito legal! #pedrobial #ConversaComBial,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'high'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",2,train
414,Poxa @user 😭😭😭😭😭😭😭😭😭😭😭😭😭😭  #Luto   #MasterChefBR,Oh @user 😭😭😭😭😭😭😭😭😭😭😭😭😭😭 #Mourning #MasterChefBR,0,train
415,"22h55 - Globo 19.9, SBT 9.0, RecordTV​ 6.1, Band 4.8 #MasterChefBR","22:55 - Globo 19.9, SBT 9.0, RecordTV 6.1, Band 4.8 #MasterChefBR",1,train
416,A felicidade da @user pq foi escolhida 😍 #MasterChefBR,@user's happiness because she was chosen 😍 #MasterChefBR,2,train
417,O azul vai se lascar???????? #MasterChefBR,Is the blue team going to get screwed???????? #MasterChefBR,0,train
418,"23h29 - Globo 13.7, RecordTV 6.7, SBT 6.6, Band 6.3 #MasterChefBR","23:29 - Globo 13.7, RecordTV 6.7, SBT 6.6, Band 6.3 #MasterChefBR",1,train
419,Bial moderninho mostrando os memes do momento 😂😂😂 Tragicomédia política 🇧🇷 😮😮😮 #ConversaComBial,Bial being all modern showing the memes of the moment 😂😂😂 Political tragicomedy 🇧🇷 😮😮😮 #ConversaComBial,2,train
420,"MINHA GENTE que ep foi esse no #MasterChefBR ??? Vem cá victor, deixa cuidar de você neném!!","MY PEOPLE, what an episode was that on #MasterChefBR??? Come here, Victor, let me take care of you, baby!!",0,train
421,Eles tá tomando chá de hibisco com a comida? #MasterChefBr,Are they having hibiscus tea with the food? #MasterChefBr,1,train
422,Se a Paola me olhasse assim eu já estava com a vida ganha #MasterChefBR,"If Paola looked at me like that, I'd already have it made #MasterChefBR",2,train
423,Namaria devia mostrar Caio Castro  vestido de unicórnio qnd saltou de paraquedas #MaisVoce,Namaria should have shown Caio Castro dressed as a unicorn when he skydived #MaisVoce,0,train
424,"Por isso que eu vi que estava mto cedo pro  #MasterChefBr acabar, sempre acaba perto da 1h",That's why I saw it was too early for #MasterChefBr to end; it always ends around 1 a.m.,1,train
425,"ainda bem que tem a Ana Padrão pra fazer merchan, caldo knorr em receita de chefs? #MasterChefBR","I'm glad Ana Padrão is there to do the advertising, Knorr broth in chefs' recipes? #MasterChefBR",2,train
426,"Fiquei com uma dorzinha no coração quando o Vitor B. foi eliminado, eu estava torcendo por ele e ele é um gato  #MasterChefBR","I felt a little heartache when Vitor B. was eliminated, I was rooting for him and he's a hottie #MasterChefBR",0,train
427,"Amanhã vou ter que procurar o programa completo no YouTube. Perdi metade da entrevista, pelo visto #TheNoite",Tomorrow I'll have to look for the full episode on YouTube. Looks like I missed half of the interview #TheNoite,1,train
428,Amoooo essa música! #tremBala  #ConversaComBial,I loooove this song! #tremBala #ConversaComBial,2,train
429,ANA MARIA BRAGA DE UNICORNIO KKKKKKKKKKKKKKKKKKKKKKK AINDA DANÇANDO KKKKKK  #MaisVoce,Ana Maria Braga as a unicorn hahahahahahahaha still dancing hahahahaha #MaisVoce,0,train
430,5  4 3 2 1  *6 DA MANHÃ*  #masterChefBR #ChefSensei,5 4 3 2 1 *6 IN THE MORNING* #masterChefBR #ChefSensei,1,train
431,Léo Lins bêbado é uma das coisas mais engraçadas que já vi #TheNoite,Léo Lins drunk is one of the funniest things I've ever seen #TheNoite,2,train
432,Da equipe azul só salva a Yoko. #MasterChefBR,"From the blue team, only Yoko is worth saving. #MasterChefBR",0,train
433,Legal o app falado no #conversacombial pena que tem que ter cel atual pra baixar 💔,"The app mentioned in #conversacombial is cool, but it's a shame you need a current phone to download it 💔",1,train
434,Aguardando ansiosa o inicio de #MasterChefBR,Eagerly waiting for the start of #MasterChefBR,2,train
