Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
"Quieras o no, vivir rodeada de mar, te influye.  Paso un par de semanas sin ir a la playa y ya me hace falta.",train,"Would you like? o No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. to live surrounded of sea, you It influences. Step a torque of weeks no Go. a ed beach and I've got it. me It does. Miss.","Whether you want it or not, living surrounded by the sea influences you. I spend a couple of weeks without going to the beach and I need it.",0,"Would you like? o No. to live surrounded of sea, you It influences. Step a torque of weeks no Go. a ed beach and I've got it. me It does. Miss.","Whether you want it or not, living surrounded by the sea influences you. I spend a couple of weeks without going to the beach and I need it."
@user MEMEO AJAJAJ Pues yo llevo.. 3 años sin dar educación física,train,@user MEMEO AJAJAJ Well... Me. I'll take it.. 3 years no give education physical,@user MEMEO AJAJAJ Well I've been... 3 years without giving physical education,1,@user MEMEO AJAJAJ Well... Me. I'll take it.. 3 years no give education physical,@user MEMEO AJAJAJ Well I've been... 3 years without giving physical education
"Estoy contenta, acabo de ver que los gustos que en algún momento transmití sobre una banda en específica, ha llegado a otra persona más.",train,"I'm here. happy, I'm done. of view that the tastes that in some moment transmiti on one band in specific, ha Arrived a other person More.","I'm happy, I just saw that the tastes that at some point I broadcast on a specific band, have reached another person.",2,"I'm here. happy, I'm done. of view that the tastes that in some moment transmiti on one band in specific, ha Arrived a other person More.","I'm happy, I just saw that the tastes that at some point I broadcast on a specific band, have reached another person."
que te echo de menos cosa chicaa!   http,train,that you echo of less thing Chica! http,I miss you girly thing! http,0,that you echo of less thing Chica! http,I miss you girly thing! http
"@user @user @user @user ...""futbolizando"" la afición auitomovilística.",train,"@user @user @user @user ...""futbolizing"" ed hobby Auitomobilistics.","@user @user @user @user ...""futbolizing"" the auitomobilistic hobby.",1,"@user @user @user @user ...""futbolizing"" ed hobby Auitomobilistics.","@user @user @user @user ...""futbolizing"" the auitomobilistic hobby."
"Ey @user me gustaría escuchar #UnMinutoSinDolor, nuevo single promocional de @user en #LaMejorVariedadMusical de @user",train,"Hey. @user me I'd like to. listen # A Minuto Sin Dolor, new single Promotional of @user in #BestMusicalVariety of @user","Hey @user I'd like to hear #UnMinutoSinDolor, @user's new promotional single at @user's #BestMusicalVariety @user",2,"Hey. @user me I'd like to. listen # A Minuto Sin Dolor, new single Promotional of @user in #BestMusicalVariety of @user","Hey @user I'd like to hear #UnMinutoSinDolor, @user's new promotional single at @user's #BestMusicalVariety @user"
Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,train,I'd rather discuss with a umpalupa that with a (a) Christian (a) conservative (a) of Right.,I would rather argue with an umpalupa than with a right-wing Christian (a) conservative (a).,0,I'd rather discuss with a umpalupa that with a (a) Christian (a) conservative (a) of Right.,I would rather argue with an umpalupa than with a right-wing Christian (a) conservative (a).
A un paso de darle una vuelta completa a nuestro sol Lov u @ El Tizón,train,A a Step of give one Turn around. complete a ours sun Lov u @ The Scallop,One step away from taking a full tour of our sun Lov u @ El Tizón,1,A a Step of give one Turn around. complete a ours sun Lov u @ The Scallop,One step away from taking a full tour of our sun Lov u @ El Tizón
Una pizza. Una conversación amena. Amigos. Buena noche,train,One pizza. One conversation It's a treat. Friends. Good. night,A pizza. A pleasant conversation. Friends. Good night.,2,One pizza. One conversation It's a treat. Friends. Good. night,A pizza. A pleasant conversation. Friends. Good night.
"Massimo Bottura está en América. Está en México. Y yo estoy aquí, acostada en mi cama, sufriendoooo!!! Quiero conocerlo",train,"Massimo Bottura She's here. in America. She's here. in Mexico. And Me. I'm here. Here, lying down in My bed, suffering! I want to. meet him.","Massimo Bottura is in America. She’s in Mexico. And I’m here, lying in my bed, suffering oooo!!! I want to meet him",0,"Massimo Bottura She's here. in America. She's here. in Mexico. And Me. I'm here. Here, lying down in My bed, suffering! I want to. meet him.","Massimo Bottura is in America. She’s in Mexico. And I’m here, lying in my bed, suffering o!!! I want to meet him"
@user llego a saber que zafreo es igual a cerveceo y voy,train,@user I'm here. a know that zafreo It's Same a brewing and I'm coming.,@user I get to know that zafreo is equal to brewing and I'm going,1,@user I'm here. a know that zafreo It's Same a brewing and I'm coming.,@user I get to know that zafreo is equal to brewing and I'm going
Buenos días amigos de Facebook   ¡¡Volvemos a tener Granizados de… http,train,Good. days Friends of Facebook Let's go back! a have Snow grains Of... http,"Good morning, Facebook friends!We're back to having Granizados de... http",2,Good. days Friends of Facebook Let's go back! a have Snow grains Of... http,"Good morning, Facebook friends!We're back to having Granizados de... http"
"Soy la peor basura del mundo porque, justo hoy Andrea tenía que verme con otra mujer, que mal me sentí.",train,"I am. ed worst Garbage of the world Because, Right. Today Andrea I had that see me with other woman, that Bad. me I felt.","I'm the worst piece of crap in the world because, just today Andrea had to see me with another woman, which I felt bad.",0,"I am. ed worst Garbage of the world Because, Right. Today Andrea I had that see me with other woman, that Bad. me I felt.","I'm the worst piece of crap in the world because, just today Andrea had to see me with another woman, which I felt bad."
@user yo me mande a traer una XL por ebay y me queda enorme y eso que estoy panzon jaja,train,@user Me. me command a bring one XL by ebay and me left. Huge and That's it. that I'm here. panzon Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,@user I sent me to bring an XL for ebay and it looks huge and that I am panzon haja,1,@user Me. me command a bring one XL by ebay and me left. Huge and That's it. that I'm here. panzon Ha,@user I sent me to bring an XL for ebay and it looks huge and that I am panzon haja
"El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd",train,"The day 2 I've got the examinations, ♪ Sounds ♪ far away but It's ed week that He's coming. jajaxd","On day 2 I have the exams, it sounds distant but it's next week jajaxd",2,"The day 2 I've got the examinations, ♪ Sounds ♪ far away but It's ed week that He's coming. jajaxd","On day 2 I have the exams, it sounds distant but it's next week jajaxd"
"Desesperada estoy, trabajaré en cualquier cosa",train,Desperate I'm... I'll work. in any thing,"I'm desperate, I'll work on anything.",0,Desperate I'm... I'll work. in any thing,"I'm desperate, I'll work on anything."
@user Hahahaha no me enoja. Solo juego aunque es cierto,train,@user Hahahaha no me He's angry. Alone. game although It's Right.,@user Hahahaha doesn’t make me angry. I just play though it’s true,1,@user Ha no me He's angry. Alone. game although It's Right.,@user Ha doesn’t make me angry. I just play though it’s true
@user ¡muchísimas gracias Blanca! La verdad es que es un plato fácil pero muy rico y vistoso,train,@user So many! Thank you. White! The Right. It's that It's a plate easy but very rich and showy.,@user thank you so much Blanca! The truth is that it is an easy but very rich and colorful dish,2,@user So many! Thank you. White! The Right. It's that It's a plate easy but very rich and showy.,@user thank you so much Blanca! The truth is that it is an easy but very rich and colorful dish
Estoy segura que esta fue mi última entrevista a Jaime Saavedra como ministro de Educación. Vamos a perder un gran ministro.,train,I'm here. safe that This one. It was My last interview a Jaime Saavedra as Minister of Education. Come on. a Lose a great Minister.,I'm sure this was my last interview with Jaime Saavedra as Minister of Education.,0,I'm here. safe that This one. It was My last interview a Jaime Saavedra as Minister of Education. Come on. a Lose a great Minister.,I'm sure this was my last interview with Jaime Saavedra as Minister of Education.
@user @user es que hablo de sus correos corporativos en sus PCs,train,@user @user It's that I'm talking. of their e-mails Corporate in their PCs,@user @user is that I talk about your corporate emails on your PCs,1,@user @user It's that I'm talking. of their e-mails Corporate in their PCs,@user @user is that I talk about your corporate emails on your PCs
"Pensé que los hacías y compartias por aquí en plan espontáneo, no que tenías una cuenta específica @user. Follow you now again  .",train,"I thought that the You did. and You shared. by Here. in plan spontaneous, no that You had one account specific @user. Follow you now again .","I thought you were doing them and sharing them here on a spontaneous basis, not that you had a specific account @user. Follow you now again.",2,"I thought that the You did. and You shared. by Here. in plan spontaneous, no that You had one account specific @user. Follow you now again .","I thought you were doing them and sharing them here on a spontaneous basis, not that you had a specific account @user. Follow you now again."
@user porque si digo que quiero mamón chino me dicen una vulgaridad,train,@user because Yes I say that I want to sucker Chinese me They say one vulgarity,@user because if I say I want Chinese sucker tell me vulgarity,0,@user because Yes I say that I want to sucker Chinese me They say one vulgarity,@user because if I say I want Chinese sucker tell me vulgarity
"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",train,"Oh. God. He's sin, but It's that that bikini I was re Nice. and I needed to. tanner","Oh, God, I've sinned, but that bikini was cute and I needed a tan.",1,"Oh. God. He's sin, but It's that that bikini I was re Nice. and I needed to. tanner","Oh, God, I've sinned, but that bikini was cute and I needed a tan."
"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",train,"Me I'm coming. tomorrow for ed beach, Trusting that on sun me Remove This one. flu So Terrible.","I'm leaving for the beach tomorrow, trusting the sun will take this horrible flu away from me.",2,"Me I'm coming. tomorrow for ed beach, Trusting that on sun me Remove This one. flu So Terrible.","I'm leaving for the beach tomorrow, trusting the sun will take this horrible flu away from me."
@user Eso es antiguo ya,train,@user That's it. It's old I've got it.,@user That's old already,0,@user That's it. It's old I've got it.,@user That's old already
"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores",train,"No Dennis, no You can. commit the same errors, It's time of change and commit new errors","No Dennis, you can't make the same mistakes, it's time to change and make new mistakes.",1,"No Dennis, no You can. commit the same errors, It's time of change and commit new errors","No Dennis, you can't make the same mistakes, it's time to change and make new mistakes."
"@user y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi",train,"@user and Yes I can. work in Madrid, Good. Aires o Bogotá Me. would be also very Happy. hihihihi","@user and if I can work in Madrid, Buenos Aires or Bogotá I would also be very happy hihihihi",2,"@user and Yes I can. work in Madrid, Good. Aires o Bogotá Me. would be also very Happy. hi","@user and if I can work in Madrid, Buenos Aires or Bogotá I would also be very happy hi"
@user Llévales bibliografía! La evidencia en educación médica existe,train,@user Take them. Bibliography! The evidence in education Medical exists,@user Take them literature! Evidence in medical education exists,0,@user Take them. Bibliography! The evidence in education Medical exists,@user Take them literature! Evidence in medical education exists
@user pero podrías rescatar las cosas buenas que te pasaron ánimos,train,@user but You could. rescue the things good that you They passed. moods,@user but you could rescue the good things that happened to you,1,@user but You could. rescue the things good that you They passed. moods,@user but you could rescue the good things that happened to you
@user que te vaya bien por Murcia mala persiana,train,@user that you Wow. Good. by Murcia bad blind,@user do well for Murcia bad blind,2,@user that you Wow. Good. by Murcia bad blind,@user do well for Murcia bad blind
@user ooops cierto. Me mata @user,train,@user ooops Right. Me kill @user,@user ooops true. Kills me @user,0,@user ooops Right. Me kill @user,@user ooops true. Kills me @user
"Último dia en Elche, ahora toca Benidorm",train,"Last day in Elche, Now Touch Benidorm","Last day in Elche, now play Benidorm",1,"Last day in Elche, Now Touch Benidorm","Last day in Elche, now play Benidorm"
@user jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!!,train,@user Ha ha ha ha Me. I think that that It was improvisto Hey! many grases beautiful!!,@user hahahaja I think that was improvist eh! many beautiful grases!!,2,@user Ha Me. I think that that It was improvisto Hey! many grases beautiful!!,@user hahahaja I think that was improvist eh! many beautiful grases!!
@user pura vida. Ya llamé pero fue como no haber llamado.,train,@user pure life. Right. I called. but It was as no have Call.,@user pure life. I already called but it was like I didn't call.,0,@user pure life. Right. I called. but It was as no have Call.,@user pure life. I already called but it was like I didn't call.
"@user Ya ves, parece un comic más maduro pero el dibujo se delata solo",train,"@user Right. You see, It looks like a comic more mature but on drawing be dalata only","@user You see, it looks like a more mature comic book but the drawing just gives itself away",1,"@user Right. You see, It looks like a comic more mature but on drawing be dalata only","@user You see, it looks like a more mature comic book but the drawing just gives itself away"
Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras   http,train,We've got new update in F1 2016! Many changes and Improvements http,We have new update in F1 2016! Many changes and improvements http,2,We've got new update in F1 2016! Many changes and Improvements http,We have new update in F1 2016! Many changes and improvements http
Me gustaría que Movistar no me deje colgado sin internet después de haberme ido de Orange,train,Me I'd like to. that Movistar no me leave hung no Internet after of to have gone. of Orange,I wish Movistar wouldn't leave me hanging without the internet after I left Orange.,0,Me I'd like to. that Movistar no me leave hung no Internet after of to have gone. of Orange,I wish Movistar wouldn't leave me hanging without the internet after I left Orange.
"@user hmmmm no sé, aún las siento pegadas en el cielo de la boca",train,"@user Hmm. no I know, still. the I'm sorry. pasted in on sky of ed mouth","@user hmmmm I don't know, I still feel them stuck in the sky of my mouth",1,"@user Hmm. no I know, still. the I'm sorry. pasted in on sky of ed mouth","@user hmmmm I don't know, I still feel them stuck in the sky of my mouth"
Segunda sesión del día y ahora ya voy notando la adaptación    Muy cómodo  En ocasiomes hago… http,train,Second session of the day and Now I've got it. I'm coming. noting ed adaptation Very comfortable In ocasiomes I do... http,Second session of the day and now I'm already noticing the adaptation Very comfortable In ocasiomes I do... http,2,Second session of the day and Now I've got it. I'm coming. noting ed adaptation Very comfortable In ocasiomes I do... http,Second session of the day and now I'm already noticing the adaptation Very comfortable In ocasiomes I do... http
Estos días me encuentro muy débil... espero que se me pase pronto!!!,train,These days me meeting very Weak... I'll wait. that be me Come in. soon!!!,These days I feel very weak... I hope it will pass me soon!!!,0,These days me meeting very Weak... I'll wait. that be me Come in. soon!!!,These days I feel very weak... I hope it will pass me soon!!!
@user Cual es tu helado favorito y comida? Como te parecio Costa Rica cuando viniste y a donde fuiste? Sigueme pls saludos bye,train,@user Which one? It's You ice cream Favorite and food? Like you parecio Costa Rich when You came. and a where You went? Follow me. pls greetings Bye.,@user What's your favorite ice cream and food? How did Costa Rica feel when you came and where did you go? Follow me pls bye greetings,1,@user Which one? It's You ice cream Favorite and food? Like you parecio Costa Rich when You came. and a where You went? Follow me. pls greetings Bye.,@user What's your favorite ice cream and food? How did Costa Rica feel when you came and where did you go? Follow me pls bye greetings
@user Jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #TonyYSorayaEnMalaga,train,@user Hahaha There. We've got tastes different but like this. tb be may talk. of all #TonyYSorayaInMalaga,@user Jajaja there we have different tastes but so tb you can talk about everything #TonyYSorayaInMalaga,2,@user Hahaha There. We've got tastes different but like this. tb be may talk. of all #TonyYSorayaInMalaga,@user Jajaja there we have different tastes but so tb you can talk about everything #TonyYSorayaInMalaga
@user pff... Cada vez tengo más claro qje soy mura rara,train,@user pff... Each time I've got more Of course. qje I am mura rare,@user pff... I'm getting more and more clear that I'm weird mura,0,@user pff... Each time I've got more Of course. qje I am mura rare,@user pff... I'm getting more and more clear that I'm weird mura
@user una gran oportunidad para que disfrutemos (con @user ) de su trabajo...,train,@user one great opportunity for that Let's enjoy ourselves. (with @user ) of your I work...,@user a great opportunity for us to enjoy (with @user ) your work...,1,@user one great opportunity for that Let's enjoy ourselves. (with @user ) of your I work...,@user a great opportunity for us to enjoy (with @user ) your work...
No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía,train,No There's nothing. better that view on premiere of # RogueOne with ed better company,There's nothing better than watching the premiere of #RogueOne with the best company,2,No There's nothing. better that view on premiere of # RogueOne with ed better company,There's nothing better than watching the premiere of #RogueOne with the best company
"@user yo lo único e puedo rescatar es TØP y Coldplay,pero no tengo un cinco.",train,"@user Me. lo single e I can. rescue It's TØP and Coldplay, but no I've got a Five.","@user I can only rescue is TØP and Coldplay, but I don't have a five.",0,"@user Me. lo single e I can. rescue It's TØP and Coldplay, but no I've got a Five.","@user I can only rescue is TØP and Coldplay, but I don't have a five."
2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita,train,2 months that They look one Eternity. no You know. as me you do. missing My My dear. granny,2 months that seem like an eternity. You don't know how I need my dear granny.,1,2 months that They look one Eternity. no You know. as me you do. missing My My dear. granny,2 months that seem like an eternity. You don't know how I need my dear granny.
"@user Qué buena pinta.. se parece mucho a un ""suquet de rape"" por aquí",train,"@user What? good pint.. be It looks like a lot. a a ""suquet of rape"" by Here.","@user It looks good.. it looks a lot like a ""suquet de rape"" around here",2,"@user What? good pint.. be It looks like a lot. a a ""suquet of rape"" by Here.","@user It looks good.. it looks a lot like a ""suquet de rape"" around here"
@user Porque era el primer semestre y te daba miedo faltar. A ver si este año nos abandonas menos.,train,@user Because It was on first half-year and you da fear missing. A view Yes east year We You're quitting. Less.,@user Because it was the first semester and you were afraid to miss. See if this year you leave us less.,0,@user Because It was on first half-year and you da fear missing. A view Yes east year We You're quitting. Less.,@user Because it was the first semester and you were afraid to miss. See if this year you leave us less.
"@user acabo de subir una foto con él, pero es el mismo nombre que mi twitter",train,"@user I'm done. of up one photo with him, but It's on same name that My twitter","@user just uploaded a photo with him, but it's the same name as my twitter",1,"@user I'm done. of up one photo with him, but It's on same name that My twitter","@user just uploaded a photo with him, but it's the same name as my twitter"
Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche,train,Thinking in Go away. Soon a ed bed and view that dan 2 Chapters of #minorityreport ed better way of To rejoice. ed night,Thinking about going to bed soon and seeing that they give 2 chapters of #minorityreport the best way to make the night happy,2,Thinking in Go away. Soon a ed bed and view that dan 2 Chapters of #minorityreport ed better way of To rejoice. ed night,Thinking about going to bed soon and seeing that they give 2 chapters of #minorityreport the best way to make the night happy
"Como dice @user , se escapa otro verano en un furgón blindado    @salaBBK #Bilbao #QuiqueGonzález  http",train,"Like says @user , be He escapes. other summer in a van Armoured @salaBBK #Bilbao # QuiqueGonzález http","As @user says, he escapes another summer in an armored van @salaBBK #Bilbao #QuiqueGonzález http",0,"Like says @user , be He escapes. other summer in a van Armoured @salaBBK #Bilbao # QuiqueGonzález http","As @user says, he escapes another summer in an armored van @salaBBK #Bilbao #QuiqueGonzález http"
@user Exacto! Todo lo que él hace lo hace con el corazón y desde el corazón,train,@user Exactly! All lo that him. It does. lo It does. with on heart and from on heart,@user Exactly! Everything he does is done with the heart and from the heart,1,@user Exactly! All lo that him. It does. lo It does. with on heart and from on heart,@user Exactly! Everything he does is done with the heart and from the heart
"Bueno, ya he montado la biblioteca y de no tener espacio, con ella me sobran huecos jajaja En unos años estara llenita",train,"Well, I've got it. He's Mounted ed library and of no have space, with She me leftovers. gaps ha ha ha ha In some years He'll be there. llenita","Well, I've already set up the library and if I don't have space, with it I've got plenty of holes.",2,"Well, I've got it. He's Mounted ed library and of no have space, with She me leftovers. gaps ha In some years He'll be there. llenita","Well, I've already set up the library and if I don't have space, with it I've got plenty of holes."
Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil,train,With lo that I'm coming. a spend Buying me something. for halloween me purchase one Moved and of Step ed entry in 5 thousand,"With what I'm going to spend buying myself something to halloween I buy a change and pass the entrance in 5,000",0,With lo that I'm coming. a spend Buying me something. for halloween me purchase one Moved and of Step ed entry in 5 thousand,"With what I'm going to spend buying myself something to halloween I buy a change and pass the entrance in 5,000"
mi hermoso @user esta que hace live en ig y no puedo ver me quiero morir queria un saludo para las @user,train,My Beautiful. @user This one. that It does. live in ig and no I can. view me I want to die I wanted to. a Greetings. for the @user,My beautiful @user is doing live in ig and I can't see I want to die I wanted a greeting for the @user,1,My Beautiful. @user This one. that It does. live in ig and no I can. view me I want to die I wanted to. a Greetings. for the @user,My beautiful @user is doing live in ig and I can't see I want to die I wanted a greeting for the @user
La final de @user esta esta muy interesante,train,The final of @user This one. This one. very interesting,The end of @user is very interesting,2,The final of @user This one. This one. very interesting,The end of @user is very interesting
mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama,train,My life It's one Shit. first me I fall in love. of a Macedonian in ibiza and Now of the timbales of ed panorama,My life is shit first I fall in love with a Macedonian in ibiza and now the timbales of the panorama,0,My life It's one Shit. first me I fall in love. of a Macedonian in ibiza and Now of the timbales of ed panorama,My life is shit first I fall in love with a Macedonian in ibiza and now the timbales of the panorama
"Estoy bien  Muchas gracias a aquellos que preguntais, el problema es que hoy no me dieron cita.. dijeron que imposible",train,"I'm here. Good. Many Thank you. a those that You ask, on problem It's that Today no me dan appointment.. They said that impossible","I'm fine. Thank you very much to those who ask, the problem is that today I didn't get an appointment.. they said that impossible.",1,"I'm here. Good. Many Thank you. a those that You ask, on problem It's that Today no me dan appointment.. They said that impossible","I'm fine. Thank you very much to those who ask, the problem is that today I didn't get an appointment.. they said that impossible."
Es que es taaaaaan bonito,train,It's that It's taaaaan Nice.,It's just that it's pretty taaaaan.,2,It's that It's taaaaan Nice.,It's just that it's pretty taaaaan.
Pero tenemos fe en que el TEC sea igual de masoquista que siempre y nos haga ir a como de lugar.,train,But We've got faith in that on TEC That's right. Same of masochist that Always. and We do Go. a as of place.,But we have faith that TEC is as masochistic as ever and makes us go as usual.,0,But We've got faith in that on TEC That's right. Same of masochist that Always. and We do Go. a as of place.,But we have faith that TEC is as masochistic as ever and makes us go as usual.
Miraflores dime que dentro de ti hay buenos polos,train,Miraflores Tell me. that inside of you There's good poles,Miraflores tell me that inside you there are good poles,1,Miraflores Tell me. that inside of you There's good poles,Miraflores tell me that inside you there are good poles
Recuerdo cuando le escribía a mi hermana @user para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana,train,I remember. when le I was writing. a My sister @user for that me motivate and me I did. feel useful. God. me dar a ed better sister,I remember when I wrote to my sister @user to motivate me and make me feel useful. God gave me the best sister,2,I remember. when le I was writing. a My sister @user for that me motivate and me I did. feel useful. God. me dar a ed better sister,I remember when I wrote to my sister @user to motivate me and make me feel useful. God gave me the best sister
"@user @user jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony",train,"@user @user Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha and by that lo worse, the games of Ubisoft no are So bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad. lo that Yes It's a little bad It's be only of Sony","@user @user jaja and because the worst, Ubisoft games are not so bad, what if it is a bit bad is being only Sony",0,"@user @user Ha and by that lo worse, the games of Ubisoft no are So bad. lo that Yes It's a little bad It's be only of Sony","@user @user jaja and because the worst, Ubisoft games are not so bad, what if it is a bit bad is being only Sony"
@user no porque no los tienes activados a todos,train,@user no because no the You got it. enabled a all,@user not because you don't have them all activated,1,@user no because no the You got it. enabled a all,@user not because you don't have them all activated
"La vida hay que verla de manera optimista. Hay que luchar, hay que ser fuertes ante todo.",train,"The life There's that see of way Optimistic. There's that fight, There's that be strong ante Everything.","Life must be viewed in an optimistic way. We must fight, we must be strong first of all.",2,"The life There's that see of way Optimistic. There's that fight, There's that be strong ante Everything.","Life must be viewed in an optimistic way. We must fight, we must be strong first of all."
@user una especie de Titanic pero en versión cutre no?,train,@user one species of Titanic but in version Cutre Don't you?,@user a kind of Titanic but in crappy version don't?,0,@user one species of Titanic but in version Cutre Don't you?,@user a kind of Titanic but in crappy version don't?
"@user hola, te contamos que el incidente que tuvimos con el aspersor ya se solucionó ¡Te esperamos pronto!",train,@user Hello. you count that on incident that We had with on sprinkler I've got it. be fixed You! We wait. Soon!,"@user hello, we tell you that the incident we had with the sprinkler has already been solved We wait for you soon!",1,@user Hello. you count that on incident that We had with on sprinkler I've got it. be fixed You! We wait. Soon!,"@user hello, we tell you that the incident we had with the sprinkler has already been solved We wait for you soon!"
"Hoy fue la primera vez en 20 años de vida que me comí un Chifrijo jaja Sabía rico, pero si el chicharron no tuviese pellejo sería mejor",train,"Today It was ed first time in 20 years of life that me I ate a Chifrijo Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha I knew rich, but Yes on chicharron no Had Skin would be better","Today was the first time in 20 years of life that I ate a Chifrijo haja I knew rich, but if the chicharron had no skin it would be better",2,"Today It was ed first time in 20 years of life that me I ate a Chifrijo Ha I knew rich, but Yes on chicharron no Had Skin would be better","Today was the first time in 20 years of life that I ate a Chifrijo haja I knew rich, but if the chicharron had no skin it would be better"
@user su madre sé suicido y la encontró Chelo muerta,train,@user your mother I know. suicide and ed Found Chelo Dead.,@user her mother be killed and found Chelo dead,0,@user your mother I know. suicide and ed Found Chelo Dead.,@user her mother be killed and found Chelo dead
"@user FELIZ CUMPLEAÑOS JULIAN Z ! q Dios te bendiga muchísimo, un fuerte abrazo desde Huacho",train,"@user HAPPY YEARS OF EMPLOYMENT JULIAN Z Oh, my God! q God. you Bless you. Very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, a strong Hug from Huacho","@user Happy Birthday Julian Z! God bless you so much, a strong hug from Huacho",1,"@user HAPPY YEARS OF EMPLOYMENT JULIAN Z Oh, my God! q God. you Bless you. Very, a strong Hug from Huacho","@user Happy Birthday Julian Z! God bless you so much, a strong hug from Huacho"
"@user Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",train,"@user Good. days, a success your maratonica, Me. me sumé and I know. that They're going. a carry a lot joy a persons that They're suffering","@user Good morning, a success your marathon, I joined and I know you will bring much joy to people who are suffering",2,"@user Good. days, a success your maratonica, Me. me sumé and I know. that They're going. a carry a lot joy a persons that They're suffering","@user Good morning, a success your marathon, I joined and I know you will bring much joy to people who are suffering"
"@user Me enamoré de una bruja, dos veces, es que no hay tanto gato so cansino",train,"@user Me I fell in love. of one witch, two times, It's that no There's So much. cat so tired","@user I fell in love with a witch, twice, is that there is not so much cat so tired",0,"@user Me I fell in love. of one witch, two times, It's that no There's So much. cat so tired","@user I fell in love with a witch, twice, is that there is not so much cat so tired"
Ojalá todos tuvieran un techo y comida y pasar una buena noche buena,train,I wish all had a ceiling and food and Come in. one good night good,I wish everyone had a roof and food and had a good night.,1,I wish all had a ceiling and food and Come in. one good night good,I wish everyone had a roof and food and had a good night.
