Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
Anlage #Spiez sichtbar gesetzt,train,Appendix #Spiez Visible Set,Attachment #Spiez set visibly to the position of the system.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1,Appendix #Spiez Visible Set,Attachment #Spiez set visibly to the position of the system.
RT @user: @user endlich fertig ♡ falls ich dich i.wann sehe bekommst du das bild. I love u ♡ ♡ ♡ http,train,RT @user: @user Finally Finished  If I you I. when see received you the ==References== I love u    http:,RT @user: @user finally finished - if I see you i.wann you get the picture. I love u ------ http: / /www. i.wann.de/ ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,2,RT @user: @user Finally Finished  If I you I. when see received you the ==References== I love u    http:,RT @user: @user finally finished - if I see you i.wann you get the picture. I love u ------ http: / /www. i.wann.de/
"Hasse es, wenn Leute immer recht haben wollen",train,"Hate it, if: People always Right have want",Hate it when people always want to be right,0,"Hate it, if: People always Right have want",Hate it when people always want to be right
@user Steht jedem frei zu unterschreiben oder nicht...,train,@user Stands each Free to Sign or Don't...,@user Is everyone free to sign or not to sign.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1,@user Stands each Free to Sign or Don't...,@user Is everyone free to sign or not to sign.
@user Tweet Limit/ Fav Limit auch DM Limit noch nicht xD,train,@user Tweet Limit/ Fav Limit also UKL Limit Not yet not xD,@user Tweet Limit/ Fav Limit also DM Limit not yet xD . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2,@user Tweet Limit/ Fav Limit also UKL Limit Not yet not xD,@user Tweet Limit/ Fav Limit also DM Limit not yet xD .
deichkind entführt! http,train,Child Abducted! http:,abducted by the child! http: / / /www. /www. /www. /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,0,Child Abducted! http:,abducted by the child! http: / / /www. /www. /www. /
"RT @user: Das Gehirn kennt keinen Unterschied zwischen Traum und Realität. Was heißt, dass beides real ist. Oder beides ein Traum.",train,RT @user: The Brain know none Difference between Dream and Reality. What means: that: both Real is. Or both a Dream.,RT @user: The brain knows no difference between dream and reality. Which means that both are real. Or both a dream.,1,RT @user: The Brain know none Difference between Dream and Reality. What means: that: both Real is. Or both a Dream.,RT @user: The brain knows no difference between dream and reality. Which means that both are real. Or both a dream.
"@user Happy birthday! Alles Gute und bitte nicht aufs Alter schauen, wenn heute gefeiert wird! ;)",train,@user Happy Birthday! Everything Good and please not on the Age (see below). if: today Celebrated will! ;),@user Happy birthday! All the best and please don't look at age when celebrating today! ;),2,@user Happy Birthday! Everything Good and please not on the Age (see below). if: today Celebrated will! ;),@user Happy birthday! All the best and please don't look at age when celebrating today! ;)
"Urgh, ich hab so Lust aufn Bier. Das ist so traurig.",train,"Urgh, I have so Pleasure on the Beer. The is so sad.","Urgh, I'm so into beer, it's so sad.",0,"Urgh, I have so Pleasure on the Beer. The is so sad.","Urgh, I'm so into beer, it's so sad."
Franzosen behalten niedriges Renteneintrittsalter http,train,French Keep low Age of retirement http:,French people retain low retirement age http: http: / /www. /www. /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,1,French Keep low Age of retirement http:,French people retain low retirement age http: http: / /www. /www. /
Unser Nachbars Hund :3 süßer kleiner Kerl &gt;w&lt; http,train,Our Neighbor Dog :3 sweeter Small Guy &gt;w&lt; http:,Our neighbor dog :3 sweet little guy &gt;w&lt; http,2,Our Neighbor Dog :3 sweeter Small Guy &gt;w&lt; http:,Our neighbor dog :3 sweet little guy &gt;w&lt; http
@user Keinen Bock mehr...,train,@user None Bock more...,@user Nichten Bock mehr.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,0,@user None Bock more...,@user Nichten Bock mehr.
@user In Lautern wars nötig. Nach 39 Spielen.,train,@user In Loud wast need. After 39 Play.,@user In luterns it was necessary. After 39 games.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1,@user In Loud wast need. After 39 Play.,@user In luterns it was necessary. After 39 games.
@user üben üben üben - unter immer schön hinter den #creeps bleiben ;),train,"@user practice practice practice - No, no, no, no, no, no, no. under always Beautiful behind the #creeps stay ;)",@user practice - stay behind the #creeps under always nice ;),2,@user practice practice practice - No. under always Beautiful behind the #creeps stay ;),@user practice - stay behind the #creeps under always nice ;)
RT @user: manche muss ma nd verstehen..,train,RT @user: Some must: ma nd Understand..,RT @user: some people need to understand and understand.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,0,RT @user: Some must: ma nd Understand..,RT @user: some people need to understand and understand.
Niedrige Zinsen bringen Deutschland 41 Milliarden Euro http,train,Low Interest the Germany 41 Billions Euro http:,Low interest rates bring Germany EUR 41 billion http,1,Low Interest the Germany 41 Billions Euro http:,Low interest rates bring Germany EUR 41 billion http
LOS PADDEL! SCHMEIß DICH RAN!,train,LOS PADDEL! BREAKDOWN YOU RAN!,LOS PADDEL!,2,LOS PADDEL! BREAKDOWN YOU RAN!,LOS PADDEL!
Bei #SdR werden 4 Mercedes für 1 Zuschauer verlost. Nicht etwa 1 Mercedes für 4 Zuschauer. Sinn?,train,In the case of: #SdR will be 4 Mercedes for 1 Spectators raffle. Not applicable for example: 1 Mercedes for 4 Spectators. Sense?,#SdR raffles 4 Mercedes for 1 spectator. Not about 1 Mercedes for 4 spectator. Sense?,0,In the case of: #SdR will be 4 Mercedes for 1 Spectators raffle. Not applicable for example: 1 Mercedes for 4 Spectators. Sense?,#SdR raffles 4 Mercedes for 1 spectator. Not about 1 Mercedes for 4 spectator. Sense?
Gesuender Leben durch eine bessere Wasserqualitaet ohne Kalk. http,train,Consumer Life by one better Water quality without Lime. http:,Consumable life through better water quality without lime. http://europa.eu.int,1,Consumer Life by one better Water quality without Lime. http:,Consumable life through better water quality without lime. http://europa.eu.int
Ach ich liebe @user 's Tweets ❤❤❤,train,"Oh I love @user 's Tweets I'm sorry, I don't know.","Oh, I love @user's tweets",2,"Oh I love @user 's Tweets I'm sorry, I don't know.","Oh, I love @user's tweets"
RT @user: partnerschafte funktionieret nöd well d'mensche scheisse sind,train,RT @user: Partnerships works Ned corrugated D'humane Total are,RT @user: partnerships work nöd well d'humane shits,0,RT @user: Partnerships works Ned corrugated D'humane Total are,RT @user: partnerships work nöd well d'humane shits
Romantisches Date – Was geht da zwischen Jason Segel &amp; Cameron Diaz? http,train,Romantic Date – What go there between Jason Sails &amp; Cameron Diaz? http:,Romantic Date – What's going on between Jason Segel & Cameron Diaz? http: / / /www. /www. /www. /www. /www. /www. /www. /www. /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,1,Romantic Date – What go there between Jason Sails &amp; Cameron Diaz? http:,Romantic Date – What's going on between Jason Segel & Cameron Diaz? http: / / /www. /
Instandhaltung erfolgreich abgeschlossen!,train,Maintenance successful Locked!,Maintenance successfully completed!,2,Maintenance successful Locked!,Maintenance successfully completed!
@user schraibn :o bin in letzter zeit viel mit anderen leuten am quatschen^^,train,@user Scrabble :o I am in last time much with other People Date Talking ^^,@user schraibn :o have been talking a lot with other people lately^^,0,@user Scrabble :o I am in last time much with other People Date Talking ^^,@user schraibn :o have been talking a lot with other people lately^^
"@user @user Zustimmung. Wird umso lächerlicher, je mehr sich uns eine aktuelle Regierungspartei prozentmäßig angleicht...",train,"@user @user Consent. If: the More ridiculous, per more you us one Current Government Party Percentage Matches...","@user @user approval. The more a current ruling party aligns itself with us, the more ridiculous it becomes.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",1,"@user @user Consent. If: the More ridiculous, per more you us one Current Government Party Percentage Matches...","@user @user approval. The more a current ruling party aligns itself with us, the more ridiculous it becomes."
@user und wann sollte ich wo erscheinen? Bzw hat der @user die Frau nun um Erlaubnis gefragt? ;),train,@user and When should: I where to appear? Bzw has of the @user the Woman now for Permission asked? ;),@user and when should I appear where? Bzw has the @user asked the woman for permission? ;),2,@user and When should: I where to appear? Bzw has of the @user the Woman now for Permission asked? ;),@user and when should I appear where? Bzw has the @user asked the woman for permission? ;)
Ich würde mir selbst nicht schreiben.,train,I don't know. will to me itself not ==References==,I wouldn't write to myself.,0,I don't know. will to me itself not ==References==,I wouldn't write to myself.
Wettersensible Frauen – Umfrage: Männer leiden seltener unter extremen Witterungsbedingungen http,train,Weather sensitive Women – Survey: Men suffer Rare under extreme Weather conditions http:,Weather-sensitive women – survey: men suffer less from extreme weather conditions http: / / /www. /www. /www. ///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,1,Weather sensitive Women – Survey: Men suffer Rare under extreme Weather conditions http:,Weather-sensitive women – survey: men suffer less from extreme weather conditions http: / / /www. /www. /www. /
Hahahaha Tränen gelacht :'D http,train,Hahahahaha Tears Laughing :'D http:,Hahahaha tears laughed :'D http,2,Ha Tears Laughing :'D http:,Ha tears laughed :'D http
@user schade :( du hättest den traum leben können für mich! :(,train,@user Too bad :( you had the Dream live can for Me! :(,@user pity :( you could have lived the dream for me! :(,0,@user Too bad :( you had the Dream live can for Me! :(,@user pity :( you could have lived the dream for me! :(
"@user @user nix da, keine Zeit zum Streiten, muss hier fertig werden",train,"@user @user Nothing there, none Time to the Struggling, must: here Finished will be","@user @user nothing there, no time to argue, has to be done here.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",1,"@user @user Nothing there, none Time to the Struggling, must: here Finished will be","@user @user nothing there, no time to argue, has to be done here."
@user Naja dazu brauch man aber Titten! Die alten notgeilen Schachteln mit +60 will doch niemand! xD,train,"@user Well, for Needs you but Tits! The old Not applicable Boxes with +60 want but No one! xD",@user Well you need tits! The old emergency boxes with +60 nobody wants! xD,2,"@user Well, for Needs you but Tits! The old Not applicable Boxes with +60 want but No one! xD",@user Well you need tits! The old emergency boxes with +60 nobody wants! xD
"@user Dort hätte sich das Drehbuch schon fast von alleine schreiben lassen können, wurde aber wohl miserabel umgesetzt.",train,"@user There had you the Screenplay already almost from alone write leave can, has been but I'm sure you're right. Miserable ==References==---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","@user There the script could almost have been written by itself, but was probably miserably implemented.",0,"@user There had you the Screenplay already almost from alone write leave can, has been but I'm sure you're right. Miserable ==References==-","@user There the script could almost have been written by itself, but was probably miserably implemented."
"Wer meine ""all time favourites"" noch nicht gesehen hat: http http",train,"Who my ""all time Favourites' Not yet not Seen has: http: http:","Who hasn't seen my ""all-time favorites"" yet: http: http: / /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. /www. / ///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////",1,"Who my ""all time Favourites' Not yet not Seen has: http: http:","Who hasn't seen my ""all-time favorites"" yet: http: http: / /www. /"
@user @user *lf* lass mich! :P des war echt so! hab immernoch dauergrinser *-*,train,@user @user *lf* leave Me! :P of the was Real Like this! have still Permanent grin *-*,@user @user *lf* let me! :P des was really so! I still have permanent grins *-*,2,@user @user *lf* leave Me! :P of the was Real Like this! have still Permanent grin *-*,@user @user *lf* let me! :P des was really so! I still have permanent grins *-*
"Guten morgen Welt. Hallo Montag ... 3 Kreuze, wenn diese Woche der Vergangenheit angehört! ...",train,"Good Tomorrow World. Hello Monday . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3 Crosses, if: This Week of the Past I'm listening! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","Good morning world. Hello Monday ... 3 crosses, if this week is a thing of the past! ... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",0,"Good Tomorrow World. Hello Monday . 3 Crosses, if: This Week of the Past I'm listening! .","Good morning world. Hello Monday ... 3 crosses, if this week is a thing of the past! ."
"Was war der letzte gute Film, den du gesehen hast? — Sonic The Hedgehog The Movie OMV :3 geilster sonic film EVE... http",train,"What was of the last good film, the you Seen you have? — Sonic The Hedgehog The Movie OMV :3 Hotter Sonic film EVE... http:",What was the last good movie you saw? — Sonic The Hedgehog The Movie OMV :3 horny sonic film EVE... http,1,"What was of the last good film, the you Seen you have? — Sonic The Hedgehog The Movie OMV :3 Hotter Sonic film EVE... http:",What was the last good movie you saw? — Sonic The Hedgehog The Movie OMV :3 horny sonic film EVE... http
"@user eueheueehuh, int (:",train,"@user euheuehuh, Int (:","@user euheueehuh, int (:",2,"@user euheuehuh, Int (:","@user euheueehuh, int (:"
@user wut,train,@user wut,@user wut,0,@user wut,@user wut
RT @user: Wissenschaftler kritisieren unverständliche Wahlprogramme. Unser Tipp: Leichte Sprache http #wahllokal…,train,RT @user: Scientists Criticism unintelligible Election programs. Our Tip: Light Language http: #Electoral...,RT @user: Scientists criticise incomprehensible election programs. Our tip: Easy language http #selection...,1,RT @user: Scientists Criticism unintelligible Election programs. Our Tip: Light Language http: #Electoral...,RT @user: Scientists criticise incomprehensible election programs. Our tip: Easy language http #selection...
@user @user @user @user Gut befragt. Erkenntnisgewinn trotzdem 0. IMHO falscher Gesprächspartner.,train,@user @user @user @user Good ==References==-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- Gaining Knowledge but 0. IMHO false Interlocutor.,@user @user @user @user Gut gefragt. Erkenntnisse anyway 0. IMHO false interlocutor.,2,@user @user @user @user Good ==References==- Gaining Knowledge but 0. IMHO false Interlocutor.,@user @user @user @user Gut gefragt. Erkenntnisse anyway 0. IMHO false interlocutor.
@user @user Warum wollt ihr alle keinen Sommer mehr haben? o_O,train,@user @user Why want you all none Summer more have? o_O,@user @user Why do you all not want to have a summer anymore? o_O,0,@user @user Why want you all none Summer more have? o_O,@user @user Why do you all not want to have a summer anymore? o_O
@user Interessant wer nutzt nun #Tebartz #Luxus #Bischofssitz?;-) Viele #Katholiken nehmen auch #Auszeit sie TRETEN aus #Kirche aus;-D,train,@user Interesting who uses now #Tebartz #Luxus #Bishop's seat?;-) Many #Catholics Take also #Timeout they REPRESENTATIVES from #Church from;-D,@user Interesting Who now uses #Tebartz #luxury #bishop's seat?;-) Many #Catholics also use #outtime they TRETEN from #church;-D,1,@user Interesting who uses now #Tebartz #Luxus #Bishop's seat?;-) Many #Catholics Take also #Timeout they REPRESENTATIVES from #Church from;-D,@user Interesting Who now uses #Tebartz #luxury #bishop's seat?;-) Many #Catholics also use #outtime they TRETEN from #church;-D
"Heute nicht nur den Herzensmenschen geheiratet, sondern auch ganz viel Liebe von @user bekommen. Unbezahlbar &lt;3",train,"Today not only the Heart People married, but also Total much Love from @user The Commission's proposal for a Council Directive on the approximation of the laws of the Member States relating to the permissible sound power level of motor vehicles and their trailers. Priceless &lt;3","Today not only married the heart-man, but also got a lot of love from @user. Priceless &lt;3 (Translated by EG.com, p. 6) * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",2,"Today not only the Heart People married, but also Total much Love from @user The Commission's proposal for a Council Directive on the approximation of the laws of the Member States relating to the permissible sound power level of motor vehicles and their trailers. Priceless &lt;3","Today not only married the heart-man, but also got a lot of love from @user. Priceless &lt;3 (Translated by EG.com, p. 6) *"
Die Schuhe passen halt überhaupt nicht!!! #ShoppingQueen,train,The Footwear fit stop at all not!!! #ShoppingQueen,The shoes don't fit at all!!! #ShoppingQueen,0,The Footwear fit stop at all not!!! #ShoppingQueen,The shoes don't fit at all!!! #ShoppingQueen
EinFachIch !: Engel Gott Schicksal !! http,train,Is there a problem? !: Angels God Destiny !! http:,One subjectI !: Angel God Destiny !! http: / ///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,1,Is there a problem? !: Angels God Destiny !! http:,One subjectI !: Angel God Destiny !! http: /
